Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-01 00:00:00-04:00,337.9085872245029,338.6258082621458,329.5276854915347,330.3136901855469,2643600,0.0,0.0
2024-07-02 00:00:00-04:00,329.14449517902074,330.9424951984618,326.7176674032599,329.1150207519531,2995900,0.0,0.0
2024-07-03 00:00:00-04:00,331.1095444169592,333.7034139941053,327.71003048705563,327.80828857421875,1733000,0.0,0.0
2024-07-05 00:00:00-04:00,326.8945023385372,330.0484158433828,325.8432278210787,328.7318115234375,3437500,0.0,0.0
2024-07-08 00:00:00-04:00,330.0091141865358,334.80382082340395,329.14449102458815,333.6640930175781,3534500,0.0,0.0
2024-07-09 00:00:00-04:00,333.0254720002813,333.33005108141896,329.7045465513264,331.1979675292969,2254300,0.0,0.0
2024-07-10 00:00:00-04:00,332.72088785235223,338.272124871847,331.71869735688887,338.1640319824219,3263100,0.0,0.0
2024-07-11 00:00:00-04:00,344.6486513269749,347.94010206399435,338.9696821984939,347.6060485839844,4146900,0.0,0.0
2024-07-12 00:00:00-04:00,348.79492292057057,357.58849705547095,347.90082529470334,353.4815368652344,4019900,0.0,0.0
2024-07-15 00:00:00-04:00,352.8625644789485,354.8668854926174,348.8243880561575,352.1944274902344,2884000,0.0,0.0
2024-07-16 00:00:00-04:00,353.76645433115743,362.96286506537234,353.21624505470044,362.6680908203125,3210400,0.0,0.0
2024-07-17 00:00:00-04:00,360.23147478183006,368.6320164275124,359.032798092405,365.38970947265625,3991100,0.0,0.0
2024-07-18 00:00:00-04:00,363.43448099347455,369.17239954737164,359.3864996152166,359.6812438964844,2395000,0.0,0.0
2024-07-19 00:00:00-04:00,360.0251354996893,361.1746981754423,355.62346094374,357.0087890625,2474500,0.0,0.0
2024-07-22 00:00:00-04:00,358.1288774756834,360.86028445020565,354.76864271621486,356.9007263183594,4049300,0.0,0.0
2024-07-23 00:00:00-04:00,359.04261161122497,359.04261161122497,353.0983720552486,353.33416748046875,2535700,0.0,0.0
2024-07-24 00:00:00-04:00,352.6562148999192,355.1321867258993,343.88231057209197,344.1868896484375,3508100,0.0,0.0
2024-07-25 00:00:00-04:00,344.0788212337106,352.55795116906745,343.2240028887121,347.11480712890625,3297600,0.0,0.0
2024-07-26 00:00:00-04:00,348.80479074202793,355.34838421770723,348.80479074202793,353.22613525390625,2439000,0.0,0.0
2024-07-29 00:00:00-04:00,352.9313047664839,356.5470042684441,352.6758697356995,355.34832763671875,2142100,0.0,0.0
2024-07-30 00:00:00-04:00,356.4782499210758,358.3155592570526,352.9804778197794,357.3330383300781,2788800,0.0,0.0
2024-07-31 00:00:00-04:00,358.6201145122041,365.97918617123656,356.6943820188806,361.7248840332031,3526100,0.0,0.0
2024-08-01 00:00:00-04:00,363.5228835086908,364.98685997976963,347.5667543322954,352.31231689453125,3759000,0.0,0.0
2024-08-02 00:00:00-04:00,348.72614676117865,349.35497454926644,340.67929793945854,349.2174072265625,3764600,0.0,0.0
2024-08-05 00:00:00-04:00,344.7469392671129,347.7534508317783,339.2055069813949,343.89215087890625,3827900,0.0,0.0
2024-08-06 00:00:00-04:00,342.6541571630682,352.3909426894424,341.209850268993,347.7239685058594,2831100,0.0,0.0
2024-08-07 00:00:00-04:00,348.97174578824604,350.04268990891813,336.29723291155034,336.4151306152344,3429100,0.0,0.0
2024-08-08 00:00:00-04:00,336.25792902210674,342.64431460243264,335.37366624627765,342.2513122558594,3591100,0.0,0.0
2024-08-09 00:00:00-04:00,341.8092213616853,345.3855819617308,339.3627238522364,342.5461120605469,2314800,0.0,0.0
2024-08-12 00:00:00-04:00,344.6388284778495,345.3560794941394,336.1498639079343,339.7655334472656,3830200,0.0,0.0
2024-08-13 00:00:00-04:00,335.8943973781251,347.2130567325591,333.43809525907704,343.9510803222656,6388600,0.0,0.0
2024-08-14 00:00:00-04:00,343.4401415569642,353.40291709083624,343.2927694304007,349.443359375,4814800,0.0,0.0
2024-08-15 00:00:00-04:00,356.1245462217198,359.02299510806466,351.880078373621,353.7763366699219,3575800,0.0,0.0
2024-08-16 00:00:00-04:00,353.678041312711,357.3428549784214,353.678041312711,355.73150634765625,3308300,0.0,0.0
2024-08-19 00:00:00-04:00,356.1638023639082,358.31552538933573,355.7708000270965,356.7238464355469,3634900,0.0,0.0
2024-08-20 00:00:00-04:00,354.3461499116275,361.2139912624522,354.19877777623594,360.8504333496094,3459400,0.0,0.0
2024-08-21 00:00:00-04:00,362.99235446703034,366.35255911658106,362.07858725221894,363.98468017578125,4587600,0.0,0.0
2024-08-22 00:00:00-04:00,365.0065085403449,365.94972019376786,358.23692525469755,358.97381591796875,4097300,0.0,0.0
2024-08-23 00:00:00-04:00,360.25109010563045,369.7422448946493,358.8067832902546,369.0249938964844,3426200,0.0,0.0
